BriefId,BrandFeedback,Curation,OnBrief,OverallScore,Time,photographerId
568a8a5a9c4f3a3a44156776,0,0,0,0,0,5642fa54d084420b43bf9324
568a8a5a9c4f3a3a44156776,0.03,79.16666667,33.33333333,79.19666667,100,56492fcdd084420b43c0520e
568a8a5a9c4f3a3a44156776,0,79.16666667,33.33333333,79.16666667,100,565167720e7319de1bba1f7e
568a8a5a9c4f3a3a44156776,0,54.16666667,33.33333333,54.16666667,100,5654ec220e7319de1bbaca3b
568a8a5a9c4f3a3a44156776,0.06,66.66666667,33.33333333,66.72666667,100,56417f890701398a1fe7dc5c
568af32718b695047ac8c5f7,6,77.08333333,66.66666667,83.08333333,100,5615828800259fc371bc8bda
567b0824a0d2c1211754e190,0.15,75,100,75.15,100,54cb0a3fec79ce9e06bf50f4
568af32718b695047ac8c5f7,6,89.58333333,66.66666667,95.58333333,100,55ea496afcba3b8b672fb8eb
565df78d3e697f3a7157b0c1,0.06,100,100,100,100,55ea496afcba3b8b672fb8eb
56731056d3e032c75a4d74bc,0.24,62.5,80,62.74,100,55e89646fcba3b8b672f6885
568c03b218b695047ac8e034,0.09,87.5,100,87.59,100,553ab2d8a59d203f21bf3069
568c03b218b695047ac8e034,0,68.75,0,68.75,100,53baebb8a7402a19750003ef
568c03b218b695047ac8e034,0,0,0,0,0,541755142cdf724b042540cf
568c03b218b695047ac8e034,0,0,0,0,0,546521d1cd1f6a4537c69582
568c03b218b695047ac8e034,0,68.75,0,68.75,100,551cb8e0ca2266d75ad49b05
568c03b218b695047ac8e034,0,50,0,50,100,5456f4f5cd1f6a4537c68401
568c03b218b695047ac8e034,0,37.5,0,37.5,100,5470114fa5ed747b68c69ed9
568c03b218b695047ac8e034,0,43.75,0,43.75,100,5500e18114870bd822d5b049
568c03b218b695047ac8e034,0,43.75,0,43.75,100,53be5a0c126849c22f701fe8
568c03b218b695047ac8e034,0,56.25,0,56.25,100,53e5648e2f3aff8145661926
568c03b218b695047ac8e034,0,0,0,0,0,553ea2e6a59d203f21bf44bc
568c03b218b695047ac8e034,0.03,54.16666667,33.33333333,54.19666667,100,553ed4d5a59d203f21bf472b
568c03b218b695047ac8e034,0,0,0,0,0,553bcf6fa59d203f21bf32b4
568c03b218b695047ac8e034,0,0,0,0,0,553edca9a59d203f21bf473d
568c03b218b695047ac8e034,0.06,77.08333333,66.66666667,77.14333333,100,5540f3b9a59d203f21bf566d
568c03b218b695047ac8e034,0.03,66.66666667,33.33333333,66.69666667,100,554230be43bff2bd53d1fe3e
568c03b218b695047ac8e034,0,0,0,0,0,556356585bf6ff2918f9d416
568c03b218b695047ac8e034,0,0,0,0,0,5567bfabd3b5e45f4345d8c3
568c03b218b695047ac8e034,0,0,0,0,0,557ae1b66c59468a4218b3ba
568c03b218b695047ac8e034,0,68.75,0,68.75,100,557f0d216c59468a4218eea3
568c03b218b695047ac8e034,0,0,0,0,0,557f3fe06c59468a42190041
568c03b218b695047ac8e034,0,56.25,0,56.25,100,55a6830a6a8c83d67a1ea1d5
568c03b218b695047ac8e034,0,56.25,0,56.25,100,5597b9ea6a8c83d67a1ce285
568c03b218b695047ac8e034,0,0,0,0,0,559cb5696a8c83d67a1dbd21
568c03b218b695047ac8e034,0,0,0,0,0,5592755363d82f976c114c5d
568c03b218b695047ac8e034,0,37.5,0,37.5,100,55b164d08ac05585396d59e3
568c03b218b695047ac8e034,0,56.25,0,56.25,100,55b655eaec5142a442afb83c
568c03b218b695047ac8e034,0,0,0,0,0,55ba50d585dfffe27395d67a
568c03b218b695047ac8e034,0,0,0,0,0,55ba6c5585dfffe27395d775
568c03b218b695047ac8e034,0,0,0,0,0,55bd2980f32d99f27617d663
568c03b218b695047ac8e034,0,0,0,0,0,55b93aa464d472a26016fa51
568c03b218b695047ac8e034,0,0,0,0,0,55b5253cec5142a442afa195
568c03b218b695047ac8e034,0,56.25,0,56.25,100,55d3a758ae03426f6b395a2d
568c03b218b695047ac8e034,0,56.25,0,56.25,100,55d87e7c2328988d2a569962
568c03b218b695047ac8e034,0,0,0,0,0,55d8eb972328988d2a569dcf
568c03b218b695047ac8e034,0,68.75,0,68.75,100,55d7e32e2328988d2a5696f8
568c03b218b695047ac8e034,0,56.25,0,56.25,100,55deda2816b62ff84c63b31c
568c03b218b695047ac8e034,0,12.5,0,0,0,55df2f9f16b62ff84c63b780
568c03b218b695047ac8e034,0,43.75,0,43.75,100,55efbed5fcba3b8b67309c31
568c03b218b695047ac8e034,0,56.25,0,56.25,100,55e4fb43fcba3b8b672e963c
568c03b218b695047ac8e034,0,0,0,0,0,5642fa54d084420b43bf9324
568c03b218b695047ac8e034,0,0,0,0,0,5650e6920e7319de1bba1dfb
568c03b218b695047ac8e034,0,0,0,0,0,56477399d084420b43c03c0b
568c03b218b695047ac8e034,0,0,0,0,0,561562ce00259fc371bc8350
568c03b218b695047ac8e034,0,0,0,0,0,5645f520d084420b43c00172
568c03b218b695047ac8e034,0,0,0,0,0,5647ba95d084420b43c03e6b
568c03b218b695047ac8e034,0,0,0,0,0,5627bc536ecb57e815fff262
568c03b218b695047ac8e034,0,0,0,0,0,563a930d6ecb57e815027f14
568c03b218b695047ac8e034,0,56.25,0,56.25,100,5651457d0e7319de1bba1eff
568c03b218b695047ac8e034,0,0,0,0,0,56200dd3c8b571113c69bb1e
568c03b218b695047ac8e034,0,68.75,0,68.75,100,56185f17c8b571113c686d85
568c03b218b695047ac8e034,0,0,0,0,0,5658c4c66cc6ba7843545768
568c03b218b695047ac8e034,0.06,89.58333333,66.66666667,89.64333333,100,566671663e697f3a715999b6
568c03b218b695047ac8e034,0,12.5,0,0,0,5657b1686cc6ba7843544aba
568c03b218b695047ac8e034,0,0,0,0,0,5660ed673e697f3a71591026
568c03b218b695047ac8e034,0,12.5,0,0,0,5664a5a53e697f3a7159590b
568c03b218b695047ac8e034,0,0,0,0,0,566067703e697f3a7158be94
568c03b218b695047ac8e034,0,0,0,0,0,5662a2b13e697f3a715935c5
568af32718b695047ac8c5f7,6,92.1875,75,98.1875,100,55e89c2cfcba3b8b672f69b2
565e2bb23e697f3a7157f7af,0,87.5,100,87.5,100,54d667f9616bad906eebdb51
565e2bb23e697f3a7157f7af,0.06,87.5,100,87.56,100,54e133233962b08f2e793ca4
568ad0c018b695047ac89e19,6,60.9375,75,66.9375,100,551b2a335189123b2ae64f88
568ad0c018b695047ac89e19,6,77.08333333,66.66666667,83.08333333,100,564fa99d0e7319de1bba1452
568ad0c018b695047ac89e19,6,77.08333333,66.66666667,83.08333333,100,562e6f7d6ecb57e8150082f3
566b3c3d1c1e4646317e48f7,4.35,65.625,70,69.975,100,55d565f3ae03426f6b39bd47
565df78d3e697f3a7157b0c1,0,75,100,75,100,568bf5a118b695047ac8de93
565df78d3e697f3a7157b0c1,0,75,100,75,100,565e2bed3e697f3a7157f7b4
565e2bb23e697f3a7157f7af,0,75,100,75,100,565e2bed3e697f3a7157f7b4
565e2bb23e697f3a7157f7af,0,87.5,100,87.5,100,568c5a3718b695047ac93c2c
568c2a1f18b695047ac8f478,0,12.5,0,0,0,55d7e32e2328988d2a5696f8
568c2a1f18b695047ac8f478,0,0,0,0,0,55d8eb972328988d2a569dcf
568c2a1f18b695047ac8f478,0,0,0,0,0,56200dd3c8b571113c69bb1e
568c2a1f18b695047ac8f478,0,0,0,0,0,563975966ecb57e815025e42
568c2a1f18b695047ac8f478,0,0,0,0,0,5642fa54d084420b43bf9324
568c2a1f18b695047ac8f478,0,0,0,0,0,56477399d084420b43c03c0b
568c2a1f18b695047ac8f478,0,0,0,0,0,5658c4c66cc6ba7843545768
568c2a1f18b695047ac8f478,0,68.75,0,68.75,100,5660ca983e697f3a71590903
565e2bb23e697f3a7157f7af,0,25,0,25,100,55d6853dae03426f6b3a2281
565e2bb23e697f3a7157f7af,0,87.5,100,87.5,100,54d98117616bad906eebe02d
565e2bb23e697f3a7157f7af,0,68.75,100,68.75,100,5642c975d084420b43bf8fcc
568a8a5a9c4f3a3a44156776,0.06,45.3125,25,45.3725,100,55d6853dae03426f6b3a2281
568a8a5a9c4f3a3a44156776,0.06,51.5625,25,51.6225,100,562a53a86ecb57e8150028eb
568a8a5a9c4f3a3a44156776,0.18,57.8125,25,57.9925,100,5642c975d084420b43bf8fcc
568aa4ab9c4f3a3a441579ff,6,100,100,100,100,534ed3bdbcc259bc941dc801
568d295618b695047ac94d95,6,93.05555556,77.77777778,99.05555556,100,54b054ddec6c241766028e42
565f58873e697f3a715898cb,0,90.625,70,90.625,100,554bc1b6ca066e1d65b943a0
568d295618b695047ac94d95,6,58.33333333,66.66666667,64.33333333,100,54f4a59e3126a3ad09ebb861
56731056d3e032c75a4d74bc,0.18,75,60,75.18,100,54ada332ec6c2417660287ee
56731056d3e032c75a4d74bc,0.15,84.375,50,84.525,100,55ea496afcba3b8b672fb8eb
568d295618b695047ac94d95,6,56.25,0,62.25,100,5470114fa5ed747b68c69ed9
568d295618b695047ac94d95,6,56.25,0,62.25,100,53baebb8a7402a19750003ef
568d295618b695047ac94d95,6,66.66666667,33.33333333,72.66666667,100,53be5a0c126849c22f701fe8
568d295618b695047ac94d95,6,56.25,0,62.25,100,54d55e11616bad906eebd999
568d295618b695047ac94d95,6,12.5,0,0,0,553508a1424cd88f68f7843e
568d295618b695047ac94d95,6,0,0,0,0,553fee03a59d203f21bf503b
568d295618b695047ac94d95,6,89.58333333,66.66666667,95.58333333,100,551cb8e0ca2266d75ad49b05
568d295618b695047ac94d95,6,0,0,0,0,553ea2e6a59d203f21bf44bc
568d295618b695047ac94d95,6,43.75,0,49.75,100,553ab2d8a59d203f21bf3069
568d295618b695047ac94d95,6,56.25,0,62.25,100,554230be43bff2bd53d1fe3e
568d295618b695047ac94d95,6,0,0,0,0,5551828eca066e1d65b9656b
568d295618b695047ac94d95,6,12.5,0,0,0,55490118ca066e1d65b92c17
568d295618b695047ac94d95,6,0,0,0,0,55655749ddd650e232890343
568d295618b695047ac94d95,6,0,0,0,0,556356585bf6ff2918f9d416
568d295618b695047ac94d95,6,0,0,0,0,5567bfabd3b5e45f4345d8c3
568d295618b695047ac94d95,6,56.25,0,62.25,100,556f685e7bfbf1527b3ee41d
568d295618b695047ac94d95,6,68.75,0,74.75,100,55706dd47bfbf1527b3eeb9d
568d295618b695047ac94d95,6,0,0,0,0,557ae1b66c59468a4218b3ba
568d295618b695047ac94d95,6,0,0,0,0,559cb5696a8c83d67a1dbd21
568d295618b695047ac94d95,6,0,0,0,0,55bd2980f32d99f27617d663
568d295618b695047ac94d95,6,0,0,0,0,55b93aa464d472a26016fa51
568d295618b695047ac94d95,6,0,0,0,0,55bd747df32d99f27617d761
568d295618b695047ac94d95,6,0,0,0,0,55b164d08ac05585396d59e3
568d295618b695047ac94d95,6,0,0,0,0,55ba6c5585dfffe27395d775
568d295618b695047ac94d95,6,54.16666667,33.33333333,60.16666667,100,55c31f813f48d0cf2aa6ce3b
568d295618b695047ac94d95,6,0,0,0,0,55c6b57b3f48d0cf2aa7017a
568d295618b695047ac94d95,6,43.75,0,49.75,100,55d3a758ae03426f6b395a2d
568d295618b695047ac94d95,6,43.75,0,49.75,100,55d5fce8ae03426f6b39c213
568d295618b695047ac94d95,6,54.16666667,33.33333333,60.16666667,100,55deda2816b62ff84c63b31c
568d295618b695047ac94d95,6,0,0,0,0,55d8eb972328988d2a569dcf
568d295618b695047ac94d95,6,79.16666667,33.33333333,85.16666667,100,55df2f9f16b62ff84c63b780
568d295618b695047ac94d95,6,68.75,0,74.75,100,55d7e32e2328988d2a5696f8
568d295618b695047ac94d95,6,54.16666667,33.33333333,60.16666667,100,55f069d5fcba3b8b67313e67
568d295618b695047ac94d95,6,56.25,0,62.25,100,55e4fb43fcba3b8b672e963c
568d295618b695047ac94d95,6,0,0,0,0,5605c641337697b77fa0a09c
568d295618b695047ac94d95,6,0,0,0,0,561562ce00259fc371bc8350
568d295618b695047ac94d95,6,0,0,0,0,5616fb9b00259fc371bcc30f
568d295618b695047ac94d95,6,37.5,0,43.5,100,562a83666ecb57e815002bbb
568d295618b695047ac94d95,6,12.5,0,0,0,563a38916ecb57e815026f8b
568d295618b695047ac94d95,6,0,0,0,0,56200dd3c8b571113c69bb1e
568d295618b695047ac94d95,6,0,0,0,0,564089620701398a1fe76aa4
568d295618b695047ac94d95,6,0,0,0,0,563c67e10701398a1fe72f84
568d295618b695047ac94d95,6,77.08333333,66.66666667,83.08333333,100,564e3d1f0468b5ec127f4e0d
568d295618b695047ac94d95,6,68.75,0,74.75,100,564de78598067a1d09227e38
568d295618b695047ac94d95,6,68.75,0,74.75,100,56451a13d084420b43bff62a
568d295618b695047ac94d95,6,0,0,0,0,56477399d084420b43c03c0b
568d295618b695047ac94d95,6,50,0,56,100,564204490701398a1fe7f6c7
568d295618b695047ac94d95,6,79.16666667,33.33333333,85.16666667,100,5650e6920e7319de1bba1dfb
568d295618b695047ac94d95,6,0,0,0,0,5642fa54d084420b43bf9324
568d295618b695047ac94d95,6,43.75,0,49.75,100,5652570f0e7319de1bba2403
568d295618b695047ac94d95,6,0,0,0,0,5660ca983e697f3a71590903
568d295618b695047ac94d95,6,60.41666667,33.33333333,66.41666667,100,56566c3d6cc6ba78435423e1
568d295618b695047ac94d95,6,43.75,0,49.75,100,5654ec220e7319de1bbaca3b
568d295618b695047ac94d95,6,56.25,0,62.25,100,565b45216cc6ba7843546737
568d295618b695047ac94d95,6,0,0,0,0,5657b1686cc6ba7843544aba
568d295618b695047ac94d95,6,0,0,0,0,566067703e697f3a7158be94
568d295618b695047ac94d95,6,56.25,0,62.25,100,5651457d0e7319de1bba1eff
568d295618b695047ac94d95,6,56.25,0,62.25,100,565167720e7319de1bba1f7e
568d295618b695047ac94d95,6,0,0,0,0,565f70ef3e697f3a7158a2a4
568d295618b695047ac94d95,6,79.16666667,33.33333333,85.16666667,100,566671663e697f3a715999b6
568c37a618b695047ac8f605,6,75,100,81,100,54bfd3316c19ca4a749fc205
568c37a618b695047ac8f605,6,78.61842105,91.57894737,84.61842105,100,55a461f16a8c83d67a1e79e9
568be45818b695047ac8d063,0.51,92.78846154,76.92307692,93.29846154,100,55f332c9fcba3b8b6731c62b
568be45818b695047ac8d063,0.48,80.28846154,76.92307692,80.76846154,100,5615828800259fc371bc8bda
568c03b218b695047ac8e034,0.09,73.4375,15,73.5275,100,551e24c7a550f8b0621ae508
568c37a618b695047ac8f605,6,87.5,100,93.5,100,55a461f16a8c83d67a1e79e9
565f58873e697f3a715898cb,0,81.25,80,81.25,100,54cb0a3fec79ce9e06bf50f4
568c070118b695047ac8e076,-0.93,76.44230769,84.61538462,75.51230769,100,55e4b735fcba3b8b672e8e12
568be45818b695047ac8d063,0.48,80.28846154,76.92307692,80.76846154,100,55e6bb78fcba3b8b672ec59a
568d423318b695047ac95030,0,12.5,0,0,0,568ff104a2db89c10f154f58
568c37a618b695047ac8f605,6,87.5,100,93.5,100,55d565f3ae03426f6b39bd47
5665f2ab3e697f3a71598abd,6,79.6875,95,85.6875,100,568eda0aa2db89c10f153d43
568c2a1f18b695047ac8f478,0.72,87.5,100,88.22,100,562facca6ecb57e815009b06
568c2a1f18b695047ac8f478,0.78,87.5,100,88.28,100,551b2a335189123b2ae64f88
568d6e5018b695047ac9845c,6,72.15909091,90.90909091,78.15909091,100,55d565f3ae03426f6b39bd47
568c37a618b695047ac8f605,6,68.75,100,74.75,100,55e5fd44fcba3b8b672ea3be
568fd462a2db89c10f154bd8,6,95.19230769,84.61538462,100,100,55f0fb9efcba3b8b67317515
568fd462a2db89c10f154bd8,4.92,85.57692308,53.84615385,90.49692308,100,54ada332ec6c2417660287ee
568fd462a2db89c10f154bd8,6,66.82692308,53.84615385,72.82692308,100,55e7e68afcba3b8b672ee730
5665f2ab3e697f3a71598abd,0,12.5,0,0,0,54f4a59e3126a3ad09ebb861
5665f2ab3e697f3a71598abd,0,12.5,0,0,0,54f4a59e3126a3ad09ebb861
566eed2e1c1e4646317ecb9a,6,87.5,100,93.5,100,5526037302ca75aa1010ba3b
568d423318b695047ac95030,0,0,0,0,0,568ffcc9a2db89c10f155200
568ed01aa2db89c10f153bb9,0,68.75,0,68.75,100,54bfaa6e6c19ca4a749fc141
568ed01aa2db89c10f153bb9,0,37.5,0,37.5,100,54d55e11616bad906eebd999
568ed01aa2db89c10f153bb9,0.09,66.66666667,33.33333333,66.75666667,100,551aff6c5189123b2ae64efb
568ed01aa2db89c10f153bb9,0,56.25,0,56.25,100,55490118ca066e1d65b92c17
568ed01aa2db89c10f153bb9,0,43.75,0,43.75,100,554230be43bff2bd53d1fe3e
568ed01aa2db89c10f153bb9,0.18,77.08333333,66.66666667,77.26333333,100,551bb4f45189123b2ae65207
568ed01aa2db89c10f153bb9,0,0,0,0,0,5536f551740ea57614c3aadd
568ed01aa2db89c10f153bb9,0,43.75,0,43.75,100,553ab2d8a59d203f21bf3069
568ed01aa2db89c10f153bb9,0,0,0,0,0,553fee03a59d203f21bf503b
568ed01aa2db89c10f153bb9,0.27,100,100,100,100,551cb8e0ca2266d75ad49b05
568ed01aa2db89c10f153bb9,0,68.75,0,68.75,100,553ed4d5a59d203f21bf472b
568ed01aa2db89c10f153bb9,0,50,0,50,100,55521e8bca066e1d65b986d0
568ed01aa2db89c10f153bb9,0,0,0,0,0,5551828eca066e1d65b9656b
568ed01aa2db89c10f153bb9,0,0,0,0,0,554c3ff4ca066e1d65b9467b
568ed01aa2db89c10f153bb9,0.09,66.66666667,33.33333333,66.75666667,100,556e3f087bfbf1527b3ed0e8
568ed01aa2db89c10f153bb9,0,0,0,0,0,5582813137da1369020a2642
568ed01aa2db89c10f153bb9,0,68.75,0,68.75,100,5578d7886c59468a421886f0
568ed01aa2db89c10f153bb9,0,56.25,0,56.25,100,557934086c59468a42188c94
568ed01aa2db89c10f153bb9,0,43.75,0,43.75,100,557fb71917a09a416a9c74f7
568ed01aa2db89c10f153bb9,0,0,0,0,0,558cb40d432d3cb33d7b4efa
568ed01aa2db89c10f153bb9,0,43.75,0,43.75,100,559ae1156a8c83d67a1d3d86
568ed01aa2db89c10f153bb9,0,68.75,0,68.75,100,55d5fce8ae03426f6b39c213
568ed01aa2db89c10f153bb9,0,56.25,0,56.25,100,55a18bca6a8c83d67a1e40f1
568ed01aa2db89c10f153bb9,0,31.25,0,31.25,100,55b62354ec5142a442afb03a
568ed01aa2db89c10f153bb9,0,43.75,0,43.75,100,55b7929c64d472a26016b803
568ed01aa2db89c10f153bb9,0.09,66.66666667,33.33333333,66.75666667,100,55c0f21bf32d99f276182814
568ed01aa2db89c10f153bb9,0,0,0,0,0,55a525d36a8c83d67a1e8534
568ed01aa2db89c10f153bb9,0.09,47.91666667,33.33333333,48.00666667,100,55c31f813f48d0cf2aa6ce3b
568ed01aa2db89c10f153bb9,0,56.25,0,56.25,100,55d87e7c2328988d2a569962
568ed01aa2db89c10f153bb9,0,0,0,0,0,55d3a758ae03426f6b395a2d
568ed01aa2db89c10f153bb9,0,0,0,0,0,559d4dff6a8c83d67a1dd030
568ed01aa2db89c10f153bb9,0,56.25,0,56.25,100,55a338716a8c83d67a1e554a
568ed01aa2db89c10f153bb9,0,68.75,0,68.75,100,55bffd8bf32d99f27618191e
