BriefId,BrandFeedback,Curation,OnBrief,OverallScore,Time,photographerId
5812136faa88a0dd2c2f8ef6,0.06,93.75,80,93.81,100,55e61b6efcba3b8b672ea6cf
57e040c838fa98966c8c8232,0.18,51.25,44,51.43,100,55f069d5fcba3b8b67313e67
5813a47b2ca201f2388c14b5,3.3,65,28,68.3,100,575ddcfff83226865237b31e
5813a47b2ca201f2388c14b5,3,12.5,0,0,0,57e99ab603018d722a8dba08
5806958643bb204c668c43b8,3,0,0,0,0,57f3f03ab5492e57608075ba
5806958643bb204c668c43b8,3,12.5,0,0,0,581bcaac6760f4140250eb34
5813a47b2ca201f2388c14b5,4.68,87.5,60,92.18,100,564fa99d0e7319de1bba1452
5813a47b2ca201f2388c14b5,3.3,46.25,28,49.55,100,5773004a1fb808a12bea504a
5813a47b2ca201f2388c14b5,3.96,78.75,32,82.71,100,5772ba4e1fb808a12bea3fb0
5806958643bb204c668c43b8,3,75,20,78,100,57596e6069c8c59f34d595dd
57dfffcff4253da25659cc43,0,12.5,0,0,0,581c7eea6760f41402511cd9
5818c4351577472465c95873,3.18,68.75,40,71.93,100,56e4ca66819540d216bc5b4c
580688d943bb204c668c3b5e,6,75,100,81,100,574145cee4cf55510d3bb78d
5806958643bb204c668c43b8,3.99,57.5,44,61.49,100,568ffcc9a2db89c10f155200
5806958643bb204c668c43b8,4.65,87.5,60,92.15,100,56cc856d380fc3a4072e2428
5813a47b2ca201f2388c14b5,4.38,60,52,64.38,100,574145cee4cf55510d3bb78d
5813a47b2ca201f2388c14b5,3,12.5,0,0,0,579103a8615caad37c452f39
57eaf06f93d7587434f7d3f9,0,70,44,70,100,5746402c5b01d26e334c8344
57ec27ef93d7587434f8a5b5,0,12.5,0,0,0,551b2a335189123b2ae64f88
5808d326a7589ff775593d51,0.33,59.375,50,59.705,100,57eaec4193d7587434f7d397
57fe48f5eedd501e2ee75359,6,59.375,50,65.375,100,57eaec4193d7587434f7d397
57fe48f5eedd501e2ee75359,6,84.375,50,90.375,100,57893edc36bbffca27a8520b
57dfffcff4253da25659cc43,0.54,71.5,48.8,72.04,100,5820480e761a9e7420707acf
57eaf06f93d7587434f7d3f9,0,73.75,56,73.75,100,56eb33cf2c3d66fa426ed68e
58126b392ca201f2388b9f8b,0.24,60.9375,35,61.1775,100,5650208a0e7319de1bba1bf2
5806958643bb204c668c43b8,4.44,66.25,92,70.69,100,5605cc16337697b77fa0a0cb
5806958643bb204c668c43b8,3.12,65,28,68.12,100,55c04c66f32d99f276181ebb
58190740dc71fb6b68f8c148,0,0,0,0,0,55d7e32e2328988d2a5696f8
58190740dc71fb6b68f8c148,0,0,0,0,0,56f06b74b6b24a306257e1eb
58190740dc71fb6b68f8c148,0,0,0,0,0,57e9a0c703018d722a8dbd7a
58190740dc71fb6b68f8c148,0,12.5,0,0,0,5807f755015a534f700dc19a
5817804aadf90b305ede7889,2.1,73.4375,55,75.5375,100,5808c928015a534f700de969
581265132ca201f2388b61ab,0.57,48.75,36,49.32,100,55c04c66f32d99f276181ebb
580fc448c578516b1f7b1990,6,43.75,20,49.75,100,55c04c66f32d99f276181ebb
5818e237dc71fb6b68f7f155,0.24,65,28,65.24,100,577c44572fa7b8b8705cf51f
5818e237dc71fb6b68f7f155,0.99,77.5,68,78.49,100,57cd5e10f2b910f75679b0e0
5818e237dc71fb6b68f7f155,0.84,62.5,60,63.34,100,57eaec4193d7587434f7d397
5818e237dc71fb6b68f7f155,0.39,79.16666667,33.33333333,79.55666667,100,581853d91577472465c93fc3
5818e237dc71fb6b68f7f155,0.84,72.91666667,53.33333333,73.75666667,100,5799f574921655b332bb6459
5818e237dc71fb6b68f7f155,1.11,68.75,60,69.86,100,5697bb46b2c917b13ce7cebd
5818e237dc71fb6b68f7f155,0,12.5,0,0,0,56fe75e8c1dc55e7351405d3
581265132ca201f2388b61ab,0,75,20,75,100,5797b43ae4b457eb241c0c94
580fc448c578516b1f7b1990,6,70,44,76,100,5797b43ae4b457eb241c0c94
581265132ca201f2388b61ab,0,0,0,0,0,57a8e268acc6ca8c7f038a36
580fc448c578516b1f7b1990,6,75,20,81,100,57a8e268acc6ca8c7f038a36
57ec27ef93d7587434f8a5b5,0,12.5,0,0,0,5804ec69557a6c174fb195d6
58126b392ca201f2388b9f8b,0.48,62.5,20,62.98,100,5692c9a9a2db89c10f1574a6
581bb00a6760f4140250e05a,6,67.5,36,73.5,100,581d82b26760f4140251c051
58094e111495eede7829f026,0.3,55,36,55.3,100,57596e6069c8c59f34d595dd
57e57ac0fd04e73110abe1b1,0.09,57.5,44,57.59,100,57f89685a731d63909238d10
581788b2adf90b305ede95b1,0.96,75,60,75.96,100,57ae3e7b5f29b7f42b3d37b1
57fea519eedd501e2ee7dc72,6,54.16666667,53.33333333,60.16666667,100,56e4ca66819540d216bc5b4c
58138f482ca201f2388c051e,0.24,96.875,90,97.115,100,5799f574921655b332bb6459
581788b2adf90b305ede95b1,1.2,90.625,70,91.825,100,5744cea55b01d26e334c13db
581788b2adf90b305ede95b1,0.72,59.375,50,60.095,100,579103a8615caad37c452f39
581788b2adf90b305ede95b1,0.24,60.15625,12.5,60.39625,100,568ffcc9a2db89c10f155200
580fc448c578516b1f7b1990,6,0,0,0,0,57ed31745d3fd21b46347c59
580e293b584e9d3c12c5e7e6,2.46,87.5,60,89.96,100,57a39eb5dcdae3a06b2c9fa5
580e293b584e9d3c12c5e7e6,0,0,0,0,0,57275cd21414e9b357b4244b
580e293b584e9d3c12c5e7e6,4.68,87.5,60,92.18,100,558d651f432d3cb33d7b63f6
581265132ca201f2388b61ab,0,0,0,0,0,57ed31745d3fd21b46347c59
581a0cb721aa8dd96d44c02a,6,87.5,100,93.5,100,551d9a0ca550f8b0621ae2c5
581ba8cd6760f4140250dd60,0.45,67.5,76,67.95,100,551b2a335189123b2ae64f88
581a0ccd21aa8dd96d44c042,1.98,70,44,71.98,100,57523abaa0b343840635ceac
5818f480dc71fb6b68f85343,0,12.5,0,0,0,57bc7deba66e2a827c023680
5818f480dc71fb6b68f85343,2.1,70.3125,65,72.4125,100,54af0fa7ec6c241766028b8f
58190754dc71fb6b68f8c154,0,0,0,0,0,564fd6e90e7319de1bba1a68
58190754dc71fb6b68f8c154,0,0,0,0,0,56f06b74b6b24a306257e1eb
58190754dc71fb6b68f8c154,0,68.75,0,68.75,100,5786b67e36bbffca27a69d30
58190754dc71fb6b68f8c154,0.36,75,100,75.36,100,57d4af384703ffe21244bc48
58190754dc71fb6b68f8c154,0,0,0,0,0,57e9a0c703018d722a8dbd7a
581b699691d3cc857dca266c,3.81,78.125,70,81.935,100,558d651f432d3cb33d7b63f6
581b699691d3cc857dca266c,3,0,0,0,0,53c6eb4fcef9fea80313e438
581b699691d3cc857dca266c,3.93,90.625,70,94.555,100,56b24ba4e3414bdd65ccfd0a
5817dcec7dc1e4fe5f82f82e,0.03,76.5625,25,76.5925,100,55d7e32e2328988d2a5696f8
5817dcec7dc1e4fe5f82f82e,0,0,0,0,0,564fd6e90e7319de1bba1a68
5817dcec7dc1e4fe5f82f82e,0,0,0,0,0,56f06b74b6b24a306257e1eb
5817dcec7dc1e4fe5f82f82e,0,0,0,0,0,5722f3581414e9b357b36278
5817dcec7dc1e4fe5f82f82e,0,56.25,0,56.25,100,576daab50d41dc19151bab01
5817dcec7dc1e4fe5f82f82e,0,0,0,0,0,57c45c1cb08b61d41bbaf863
5817dcec7dc1e4fe5f82f82e,0,56.25,0,56.25,100,5807d7ec7f34ef5e693a2206
581b699691d3cc857dca266c,3,0,0,0,0,57bf2963774d752c1455c1b1
581b699691d3cc857dca266c,3.3,68.75,40,72.05,100,56dde55abb74e2c25553bfe9
581b699691d3cc857dca266c,3.18,81.25,40,84.43,100,5500b70f14870bd822d5afc1
57bf08a3774d752c1455b564,0.15,72.5,72,72.65,100,57919bfb615caad37c455073
5813a6692ca201f2388c1562,0,12.5,0,0,0,56e104de2cfe94ea779c471c
581ba8cd6760f4140250dd60,0,12.5,0,0,0,54e3ff85f8695fca4f2bf278
5813a6692ca201f2388c1562,0,0,0,0,0,57fe870aeedd501e2ee7cfe0
581b699691d3cc857dca266c,3.24,81.25,40,84.49,100,566741603e697f3a7159bce5
5813a6692ca201f2388c1562,0,62.5,20,62.5,100,56e104de2cfe94ea779c471c
57d6e86c74004af730a3d76a,0.03,59.375,70,59.405,100,5660c8863e697f3a715907ff
5813a6692ca201f2388c1562,0.42,81.25,40,81.67,100,57e3300b7b0b44fc78f8a0cf
58126b392ca201f2388b9f8b,0.24,50,20,50.24,100,56cc856d380fc3a4072e2428
57f27ef4b5492e57607f97da,6,53.125,50,59.125,100,568ae50d18b695047ac8c283
581ca80a6760f41402512ab5,0.51,65.625,70,66.135,100,55a80048ad6a1421781174fa
581ca80a6760f41402512ab5,0,50,20,50,100,57a6a2b237b6f13c73a15d7b
581b699691d3cc857dca266c,5.91,65.625,70,71.535,100,57a6a2b237b6f13c73a15d7b
581b699691d3cc857dca266c,3.42,54.6875,35,58.1075,100,57b1e7fc32ca2b2f449e8bd9
581b699691d3cc857dca266c,3.15,78.125,30,81.275,100,57b622b604d0246455b417bc
581b699691d3cc857dca266c,3.42,59.375,30,62.795,100,5800532ae0372309395ce81b
581ca80a6760f41402512ab5,0.6,59.375,50,59.975,100,56aa5e918e8870c2303f0215
581ca80a6760f41402512ab5,0.63,59.375,70,60.005,100,57912596615caad37c453b3c
58121629aa88a0dd2c2f9022,0.78,78.75,72,79.53,100,57aaed6861097345179b685c
57f70016949147757ef8313f,6,61.25,36,67.25,100,57f3feabb5492e5760807ab8
58190754dc71fb6b68f8c154,0.36,75,100,75.36,100,57a6a2b237b6f13c73a15d7b
580e293b584e9d3c12c5e7e6,5.04,87.5,60,92.54,100,579a740979d565b836599a78
580e293b584e9d3c12c5e7e6,4.68,56.25,60,60.93,100,574c9b15da161be26187c6f3
581ca80a6760f41402512ab5,0.42,90.625,70,91.045,100,57a39eb5dcdae3a06b2c9fa5
581ca80a6760f41402512ab5,0,50,20,50,100,574c9b15da161be26187c6f3
581ca80a6760f41402512ab5,0,12.5,0,0,0,57ac986361097345179caf68
581ca80a6760f41402512ab5,0,0,0,0,0,57f3f03ab5492e57608075ba
581a0cb721aa8dd96d44c02a,6,81.25,100,87.25,100,57914929615caad37c4544f1
58190754dc71fb6b68f8c154,0,62.5,20,62.5,100,57b622b604d0246455b417bc
581b69bb91d3cc857dca2690,0,0,0,0,0,57f3f03ab5492e57608075ba
581b69bb91d3cc857dca2690,1.47,71.875,50,73.345,100,5697bb46b2c917b13ce7cebd
581b69bb91d3cc857dca2690,0.96,59.375,50,60.335,100,57fd07fefb9933ba24288283
581b69bb91d3cc857dca2690,1.95,78.125,90,80.075,100,558d651f432d3cb33d7b63f6
581b69bb91d3cc857dca2690,2.16,68.75,40,70.91,100,57f2984eb5492e57607fe615
581b69bb91d3cc857dca2690,0,12.5,0,0,0,57fe870aeedd501e2ee7cfe0
5817804aadf90b305ede7889,0.6,81.25,40,81.85,100,56b24ba4e3414bdd65ccfd0a
5817804aadf90b305ede7889,0.3,78.125,30,78.425,100,566741603e697f3a7159bce5
5817804aadf90b305ede7889,1.2,62.5,60,63.7,100,578565b636bbffca27a58f3d
58190754dc71fb6b68f8c154,0,0,0,0,0,55d6b668ae03426f6b3a2722
58190754dc71fb6b68f8c154,0.3,93.75,80,94.05,100,57f53c5fb5492e576080b051
581b69bb91d3cc857dca2690,1.14,84.375,50,85.515,100,56b24ba4e3414bdd65ccfd0a
581ca80a6760f41402512ab5,0,12.5,0,0,0,5798571d550cd16328ace10b
5802dc2eabe8ec51458d3271,-3,50,0,47,100,5605cc16337697b77fa0a0cb
5802dc2eabe8ec51458d3271,-2.7,71.875,70,69.175,100,575a1ee469c8c59f34d68c61
581265132ca201f2388b61ab,0.3,50,20,50.3,100,579f9f9ea9a95c0b3cb043c8
580fc448c578516b1f7b1990,6,87.5,100,93.5,100,579f9f9ea9a95c0b3cb043c8
5817804aadf90b305ede7889,1.2,75,60,76.2,100,57ae3e7b5f29b7f42b3d37b1
581cd7f56760f41402518398,-6,12.5,0,0,0,575ddcfff83226865237b31e
581774c0e51ef5664581bbcb,0.72,84.375,50,85.095,100,566741603e697f3a7159bce5
581774c0e51ef5664581bbcb,0.96,75,60,75.96,100,568ae50d18b695047ac8c283
581774c0e51ef5664581bbcb,0,0,0,0,0,57a9c85eacc6ca8c7f040c4e
581b4adc91d3cc857dca0e3b,3.09,59.375,50,62.465,100,5798505b550cd16328ace062
581b4adc91d3cc857dca0e3b,3.03,46.875,30,49.905,100,567982b1a0d2c1211754c3eb
581b4adc91d3cc857dca0e3b,3.12,75,60,78.12,100,57893edc36bbffca27a8520b
581b4adc91d3cc857dca0e3b,3,0,0,0,0,57bf2963774d752c1455c1b1
581b4adc91d3cc857dca0e3b,3.03,56.25,40,59.28,100,574c9b15da161be26187c6f3
581b4adc91d3cc857dca0e3b,3,0,0,0,0,57ecab2b93d7587434f8e2df
581774c0e51ef5664581bbcb,0.24,65.625,30,65.865,100,5808c928015a534f700de969
581a4ef452dfd25c7606cf9a,6,62.5,20,68.5,100,567982b1a0d2c1211754c3eb
581a4ef452dfd25c7606cf9a,6,87.5,60,93.5,100,57a8e07eacc6ca8c7f0389f3
581a4ef452dfd25c7606cf9a,6,87.5,100,93.5,100,578e45279b8321335d83e685
581a4ef452dfd25c7606cf9a,6,65.625,50,71.625,100,55d61028ae03426f6b3a0735
581a4ef452dfd25c7606cf9a,6,100,100,100,100,57b4910c7102804354a184d3
570d191a940a68884f7ae591,0.9,87.5,100,88.4,100,56762da7d3e032c75a4dbb7b
58175298e51ef5664581af70,6,54.16666667,33.33333333,60.16666667,100,574c9b15da161be26187c6f3
58175298e51ef5664581af70,6,85.41666667,53.33333333,91.41666667,100,56677f3b3e697f3a7159d6af
581774c0e51ef5664581bbcb,0.96,87.5,60,88.46,100,55e5fd44fcba3b8b672ea3be
581cd7f56760f41402518398,-5.13,81.25,80,76.12,100,56aa5e918e8870c2303f0215
57f27ef4b5492e57607f97da,6,59.375,30,65.375,100,5605cc16337697b77fa0a0cb
5810c65ec578516b1f7b50db,4.95,82,42.4,86.95,100,57c46fc5b08b61d41bbafc3f
581774c0e51ef5664581bbcb,1.47,81.25,80,82.72,100,5526037302ca75aa1010ba3b
5810c65ec578516b1f7b50db,5.64,81,39.2,86.64,100,57f3feabb5492e5760807ab8
580fd618c578516b1f7b209a,6,75,60,81,100,55355ad0b6131afd0a5a705c
580fd618c578516b1f7b209a,6,95,84,100,100,57462c005b01d26e334c7f23
58178b4fadf90b305ede98c8,1.77,72.91666667,73.33333333,74.68666667,100,57968a4e8d4f583a1de85a4a
58178b4fadf90b305ede98c8,1.14,70.13888889,64.44444444,71.27888889,100,57596e6069c8c59f34d595dd
581ccc106760f414025172c0,0,12.5,0,0,0,5773004a1fb808a12bea504a
581ccc106760f414025172c0,0.63,70,44,70.63,100,5772ba4e1fb808a12bea3fb0
57a3800bdcdae3a06b2c59f7,6,66.25,72,72.25,100,57aaed6861097345179b685c
5820945d2c0b64ba23b85302,6,65.625,90,71.625,100,55f1f44cfcba3b8b6731972c
5813a47b2ca201f2388c14b5,4.74,62.5,60,67.24,100,55b19ba78ac05585396d5d5b
581bb00a6760f4140250e05a,6,77.5,68,83.5,100,58055ab5557a6c174fb28c4c
581cacb76760f41402512c2f,3.42,90.625,70,94.045,100,5773004a1fb808a12bea504a
581cacb76760f41402512c2f,3.36,90.625,70,93.985,100,5772ba4e1fb808a12bea3fb0
581cacb76760f41402512c2f,3.33,87.5,60,90.83,100,57c9fc5af2b910f75679636b
581cacb76760f41402512c2f,3.51,68.75,80,72.26,100,55b19ba78ac05585396d5d5b
581cacb76760f41402512c2f,3,12.5,0,0,0,57b4bb0104d0246455b3a59d
581cacb76760f41402512c2f,3.27,87.5,60,90.77,100,57a36c3adcdae3a06b2c5813
58178b4fadf90b305ede98c8,1.53,87.5,100,89.03,100,57f65853b5492e576080dc02
57f27ef4b5492e57607f97da,6,56.25,60,62.25,100,574145cee4cf55510d3bb78d
57f27ef4b5492e57607f97da,6,68.75,40,74.75,100,578762b636bbffca27a6b652
5820945d2c0b64ba23b85302,6,75,60,81,100,55e7e68afcba3b8b672ee730
5820945d2c0b64ba23b85302,6,50,20,56,100,568ae50d18b695047ac8c283
5820945d2c0b64ba23b85302,6,87.5,100,93.5,100,5697d535b2c917b13ce806a8
5820945d2c0b64ba23b85302,6,12.5,0,0,0,5818f36bdc71fb6b68f852e0
5820945d2c0b64ba23b85302,6,78.125,30,84.125,100,574ff8cc95086cc273bc4e0b
5820945d2c0b64ba23b85302,6,78.125,30,84.125,100,55088dbf59d4fc4856765b02
5820945d2c0b64ba23b85302,6,56.25,20,62.25,100,56cb99e11b5618106a5ee01f
581ba8cd6760f4140250dd60,0,66.25,52,66.25,100,56b179628e8870c2303f87f3
580fd618c578516b1f7b209a,6,0,0,0,0,55c04c66f32d99f276181ebb
581ca80a6760f41402512ab5,0.24,53.125,50,53.365,100,574623615b01d26e334c7e36
581b4adc91d3cc857dca0e3b,3.12,75,60,78.12,100,5822741eb25fa3002fd2b667
581b4adc91d3cc857dca0e3b,3.09,75,60,78.09,100,57ec1b2d93d7587434f8a178
581b4adc91d3cc857dca0e3b,3,0,0,0,0,571f80ef8bb46155349fc8b6
581b69bb91d3cc857dca2690,0,12.5,0,0,0,581e0dda6760f4140251cbae
581b4adc91d3cc857dca0e3b,3.03,81.25,40,84.28,100,5750480e7fd2eced7960316b
581b4adc91d3cc857dca0e3b,3.03,78.125,30,81.155,100,574a677082f6810f4d15a15f
581b4adc91d3cc857dca0e3b,3,56.25,20,59.25,100,56cb99e11b5618106a5ee01f
581b4adc91d3cc857dca0e3b,3.06,68.75,40,71.81,100,577fdaf25f43bc58017fe9d7
581b4adc91d3cc857dca0e3b,3.09,71.875,50,74.965,100,5744cea55b01d26e334c13db
581b4adc91d3cc857dca0e3b,3.06,62.5,40,65.56,100,56ce0bb3380fc3a4072eb7d9
581cacb76760f41402512c2f,3.18,68.75,40,71.93,100,57ab32f161097345179b716a
581cacb76760f41402512c2f,3.51,68.75,100,72.26,100,574145cee4cf55510d3bb78d
5802dc2eabe8ec51458d3271,-2.55,59.375,70,56.825,100,57925a7c615caad37c45b7cd
580e293b584e9d3c12c5e7e6,6,62.5,60,68.5,100,57c0903ab08b61d41bba65db
582096132c0b64ba23b853c1,0.75,75,20,75.75,100,5772ba4e1fb808a12bea3fb0
581cd6e86760f41402518319,0,71.875,50,71.875,100,57e3300b7b0b44fc78f8a0cf
581cd6e86760f41402518319,0.21,59.375,70,59.585,100,55c1be2bf32d99f276186e3a
582096132c0b64ba23b853c1,0.36,84.375,50,84.735,100,57a39eb5dcdae3a06b2c9fa5
582096132c0b64ba23b853c1,0.42,53.125,30,53.545,100,55c2ab0e3f48d0cf2aa6c0c7
582096132c0b64ba23b853c1,0,0,0,0,0,578faf0a0ab3e1236994291e
582096132c0b64ba23b853c1,0,50,0,50,100,5749aa3882f6810f4d1586a5
581cd6e86760f41402518319,0.06,68.75,40,68.81,100,575ddcfff83226865237b31e
5820945d2c0b64ba23b85302,6,71.875,50,77.875,100,569705ddb2c917b13ce7c865
5820945d2c0b64ba23b85302,6,53.125,50,59.125,100,57900d4a0ab3e1236994414f
582096132c0b64ba23b853c1,0.24,62.5,40,62.74,100,57b1e7fc32ca2b2f449e8bd9
5820945d2c0b64ba23b85302,6,46.875,30,52.875,100,57ab32f161097345179b716a
5807bfdc7f34ef5e6939e426,6,75,60,81,100,57912596615caad37c453b3c
58051ef9557a6c174fb1f1c0,0,99,96.8,99,100,57f3feabb5492e5760807ab8
581ccc106760f414025172c0,0.09,75,20,75.09,100,54f77b0cef946c7241c1d497
5807bfdc7f34ef5e6939e426,6,72.5,92,78.5,100,5746402c5b01d26e334c8344
582096132c0b64ba23b853c1,0,0,0,0,0,5798571d550cd16328ace10b
5813a6692ca201f2388c1562,0.12,68.75,40,68.87,100,5797c953e4b457eb241c1982
580fd618c578516b1f7b209a,6,0,0,0,0,56f06b74b6b24a306257e1eb
580fd618c578516b1f7b209a,6,0,0,0,0,564fd6e90e7319de1bba1a68
580fd618c578516b1f7b209a,6,71.875,50,77.875,100,580981771495eede7829ffb9
580fd618c578516b1f7b209a,6,0,0,0,0,5815ff9ee51ef5664581724b
580fd618c578516b1f7b209a,6,56.25,0,62.25,100,58174994e51ef5664581acc9
5820945d2c0b64ba23b85302,6,81.25,80,87.25,100,56afd4288e8870c2303f5b30
5813a6692ca201f2388c1562,0,43.75,20,43.75,100,56f21056b6b24a306258fa3b
5807bfdc7f34ef5e6939e426,6,65,68,71,100,5749aa3882f6810f4d1586a5
5807bfdc7f34ef5e6939e426,6,62.5,20,68.5,100,57782019ed1917ec463e2982
581b69bb91d3cc857dca2690,2.07,67.96875,37.5,70.03875,100,57f45575b5492e576080917f
5808ef2ba7589ff775598396,3.9,77.5,68,81.4,100,55c1be2bf32d99f276186e3a
581a02eb21aa8dd96d44bcc4,0,62.5,60,62.5,100,579654b58d4f583a1de845f3
581a02eb21aa8dd96d44bcc4,0,71.875,50,71.875,100,54f77b0cef946c7241c1d497
58190740dc71fb6b68f8c148,0.48,78.125,90,78.605,100,56f2e623b6b24a3062592e89
58190740dc71fb6b68f8c148,0.33,75,60,75.33,100,575a1ee469c8c59f34d68c61
58190740dc71fb6b68f8c148,0.39,93.75,80,94.14,100,57b622b604d0246455b417bc
5824a001141e09bd42c45ed0,0,46.875,10,46.875,100,57782019ed1917ec463e2982
5824a001141e09bd42c45ed0,0,56.25,0,56.25,100,57782019ed1917ec463e2982
581788b2adf90b305ede95b1,0,0,0,0,0,581254862ca201f2388abbe0
581cc6546760f4140251677e,0,87.5,100,87.5,100,57897a5b36bbffca27a86e0e
581cc6546760f4140251677e,0,50,0,50,100,57897a5b36bbffca27a86e0e
581cd6e86760f41402518319,0,62.5,20,62.5,100,575ddcfff83226865237b31e
580641c6557a6c174fb2ce2b,0.66,90.625,70,91.285,100,55d61028ae03426f6b3a0735
582096132c0b64ba23b853c1,0.03,62.5,20,62.53,100,57aa27abacc6ca8c7f04bf4f
580105d5e0372309395cfe48,6,83.33333333,86.66666667,89.33333333,100,5693d9a9a2db89c10f158104
58122354aa88a0dd2c2f9501,6,68.75,60,74.75,100,56b2d3d6e3414bdd65cd3a51
58122354aa88a0dd2c2f9501,6,62.5,20,68.5,100,550b18d9e010d7ba5ee3d73a
58122354aa88a0dd2c2f9501,6,71.875,50,77.875,100,57967a238d4f583a1de8535d
58122354aa88a0dd2c2f9501,6,78.125,70,84.125,100,579f9f9ea9a95c0b3cb043c8
581cd7076760f41402518325,0,75,60,75,100,577c44572fa7b8b8705cf51f
581cd7076760f41402518325,0,46.875,30,46.875,100,5749aa3882f6810f4d1586a5
581cd7076760f41402518325,0,12.5,0,0,0,55e5fd44fcba3b8b672ea3be
580fc448c578516b1f7b1990,6,0,0,0,0,54ed9e2c3126a3ad09ebb400
580fc448c578516b1f7b1990,6,100,100,100,100,5730bb5f533a3cf21fbd7376
580fc448c578516b1f7b1990,6,79.6875,75,85.6875,100,582292bbb25fa3002fd2c1ed
57e17a8a53ee9568749bc4e1,0.18,58.75,68,58.93,100,55d61028ae03426f6b3a0735
5824a001141e09bd42c45ed0,0,0,0,0,0,57f3f03ab5492e57608075ba
5824a001141e09bd42c45ed0,0,12.5,0,0,0,57f3f03ab5492e57608075ba
581788b2adf90b305ede95b1,0,50,0,50,100,546521d1cd1f6a4537c69582
581788b2adf90b305ede95b1,0,0,0,0,0,557ce11c6c59468a4218c817
581788b2adf90b305ede95b1,0.3,64.0625,25,64.3625,100,55d32bc2ae03426f6b394924
581788b2adf90b305ede95b1,0,56.25,0,56.25,100,5652570f0e7319de1bba2403
581788b2adf90b305ede95b1,0,50,0,50,100,56f2faeeaabcea6d73b9bae6
581788b2adf90b305ede95b1,0,0,0,0,0,5722f3581414e9b357b36278
581788b2adf90b305ede95b1,0,0,0,0,0,579a0112921655b332bb6579
581788b2adf90b305ede95b1,0.24,51.5625,25,51.8025,100,57b508d104d0246455b3ba72
581788b2adf90b305ede95b1,0,56.25,0,56.25,100,57ea928e566de2d12de0ff5f
581788b2adf90b305ede95b1,0,0,0,0,0,57fd1c68fb9933ba242887c0
581788b2adf90b305ede95b1,0,0,0,0,0,581a3413acafafb774f1ee18
581788b2adf90b305ede95b1,0,68.75,0,68.75,100,5816c52fe51ef56645819ed6
581788b2adf90b305ede95b1,0,0,0,0,0,58200e65761a9e74207073d6
581788b2adf90b305ede95b1,0,56.25,0,56.25,100,580981771495eede7829ffb9
581788b2adf90b305ede95b1,0,56.25,0,56.25,100,5818eb99dc71fb6b68f7f5a2
581788b2adf90b305ede95b1,0,0,0,0,0,5824b343141e09bd42c477ea
581a4ef452dfd25c7606cf9a,6,12.5,0,0,0,57fd07fefb9933ba24288283
581a4ef452dfd25c7606cf9a,6,75,20,81,100,58226f8db25fa3002fd2b588
57ec27ef93d7587434f8a5b5,0,87.5,100,87.5,100,5746402c5b01d26e334c8344
581ccc106760f414025172c0,1.05,75,60,76.05,100,575dfca2f83226865237b6a6
5824a001141e09bd42c45ed0,0.63,70,44,70.63,100,56e104de2cfe94ea779c471c
5824a001141e09bd42c45ed0,0.33,87.5,100,87.83,100,56e104de2cfe94ea779c471c
581ccc106760f414025172c0,3.27,75,60,78.27,100,581ba21e6760f4140250db6c
581ccc106760f414025172c0,0,62.5,20,62.5,100,56f21056b6b24a306258fa3b
581cd7076760f41402518325,0,90.625,70,90.625,100,55355ad0b6131afd0a5a705c
58138f482ca201f2388c051e,0.15,70.3125,45,70.4625,100,56cc856d380fc3a4072e2428
581cc6546760f4140251677e,0,0,0,0,0,56f06b74b6b24a306257e1eb
581cc6546760f4140251677e,0,12.5,0,0,0,56f06b74b6b24a306257e1eb
581cd6e86760f41402518319,0.15,68.75,60,68.9,100,55c1be2bf32d99f276186e3a
580fd618c578516b1f7b209a,6,80,36,86,100,5692c9a9a2db89c10f1574a6
580516dc557a6c174fb1e9c5,0.09,67.1875,35,67.2775,100,57f89685a731d63909238d10
58248e6b141e09bd42c4528f,1.71,100,100,100,100,537f92029667f6c96d00014f
5824909e141e09bd42c45316,1.74,81.25,100,82.99,100,56cb99e11b5618106a5ee01f
5817804aadf90b305ede7889,1.53,87.5,100,89.03,100,5551a1e5ca066e1d65b965d2
5817804aadf90b305ede7889,0,0,0,0,0,55c8db143f48d0cf2aa71be3
5817804aadf90b305ede7889,0,0,0,0,0,56ccf9b8380fc3a4072ea003
5817804aadf90b305ede7889,0,12.5,0,0,0,57e45ce67b0b44fc78f8f192
5817804aadf90b305ede7889,0.3,64.0625,25,64.3625,100,57dc7694f4253da2565969ef
5817804aadf90b305ede7889,0.33,57.8125,25,58.1425,100,57e99aec03018d722a8dba5c
5817804aadf90b305ede7889,0,12.5,0,0,0,582292bbb25fa3002fd2c1ed
582096132c0b64ba23b853c1,0.06,57.8125,5,57.8725,100,53baebb8a7402a19750003ef
582096132c0b64ba23b853c1,0.09,64.0625,25,64.1525,100,53fa20412267b715372ac529
582096132c0b64ba23b853c1,0,0,0,0,0,546d36d7cd1f6a4537c6a384
582096132c0b64ba23b853c1,0,0,0,0,0,55d25840ae03426f6b3942fd
582096132c0b64ba23b853c1,0,12.5,0,0,0,55d6d0e7ae03426f6b3a2883
582096132c0b64ba23b853c1,0,0,0,0,0,564fd6e90e7319de1bba1a68
582096132c0b64ba23b853c1,0,0,0,0,0,5717cd78ebba40630e9d6b18
582096132c0b64ba23b853c1,0,0,0,0,0,5722f3581414e9b357b36278
582096132c0b64ba23b853c1,0,43.75,0,0,100,57f87169a731d63909238aa9
